data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
2100.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
2100.00, MRT_to_KB_001.37_2, 32.06, 32.06, 68.00
2100.00, MRT_to_KB_001.37_3, 32.21, 32.21, 70.00
2100.00, MRT_to_KB_001.37_4, 29.56, 29.56, 62.00
2100.00, MRT_to_KB_001.37_5, 10.38, 15.59, 3.00
2100.00, P_to_KBJ_2, 52.61, 52.61, 119.00
2400.00, KBJ_to_CMB_001_1, 0.00, 24.98, 0.00
2400.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
2400.00, MRT_to_KB_001.37_5, 12.10, 12.10, 108.00
2400.00, P_to_KBJ_1, 15.90, 15.90, 97.00
2400.00, P_to_KBJ_2, 38.36, 38.36, 65.00
2700.00, CMB_to_KBJ_001_1, 19.20, 19.20, 120.00
2700.00, CMB_to_KBJ_001_2, 12.10, 12.10, 82.00
2700.00, CMB_to_KBJ_001_3, 5.20, 5.20, 46.00
2700.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
2700.00, MRT_to_KB_001.37_2, 22.31, 27.53, 63.00
2700.00, MRT_to_KB_001.37_3, 23.31, 23.31, 64.00
2700.00, MRT_to_KB_001.37_4, 31.21, 31.21, 66.00
2700.00, MRT_to_KB_001.37_5, 11.46, 11.46, 17.00
2700.00, P_to_KBJ_2, 63.41, 63.41, 39.00
3000.00, CMB_to_KBJ_001_1, 22.31, 22.31, 40.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
3000.00, MRT_to_KB_001.37_5, 10.70, 10.70, 38.00
3000.00, P_to_KBJ_1, 13.95, 13.95, 96.00
3000.00, P_to_KBJ_2, 52.76, 52.76, 63.00
3300.00, :KB_Junction_1_0, 40.48, 0.00, 1.00
3300.00, CMB_to_KBJ_001_1, 19.70, 19.70, 115.00
3300.00, CMB_to_KBJ_001_2, 8.00, 8.00, 79.00
3300.00, CMB_to_KBJ_001_3, 3.55, 3.55, 73.00
3300.00, CMB_to_KBJ_001_4, 5.20, 5.20, 56.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3300.00, MRT_to_KB_001.37_2, 31.11, 31.11, 62.00
3300.00, MRT_to_KB_001.37_3, 32.41, 32.41, 64.00
3300.00, MRT_to_KB_001.37_4, 32.61, 32.61, 55.00
3300.00, P_to_KBJ_1, 3.01, 3.01, 1.00
3300.00, P_to_KBJ_2, 75.67, 75.67, 130.00
3600.00, CMB_to_KBJ_001_1, 5.50, 5.50, 25.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
3600.00, MRT_to_KB_001.37_5, 19.81, 19.81, 45.00
3600.00, P_to_KBJ_1, 129.57, 67.24, 96.00
3600.00, P_to_KBJ_2, 131.28, 99.13, 65.00
3900.00, CMB_to_KBJ_001_1, 31.21, 20.80, 130.00
3900.00, CMB_to_KBJ_001_2, 21.96, 21.96, 73.00
3900.00, CMB_to_KBJ_001_3, 8.75, 12.27, 68.00
3900.00, CMB_to_KBJ_001_4, 5.20, 5.20, 46.00
3900.00, MRT_to_KB_001_3, 10.41, 13.88, 3.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3900.00, MRT_to_KB_001.37_2, 35.46, 32.96, 59.00
3900.00, MRT_to_KB_001.37_3, 37.96, 32.76, 57.00
3900.00, MRT_to_KB_001.37_4, 37.06, 37.06, 50.00
3900.00, MRT_to_KB_001.37_5, 9.88, 9.88, 6.00
3900.00, P_to_KBJ_1, 131.53, 100.74, 123.00
3900.00, P_to_KBJ_2, 130.88, 100.87, 153.00
4200.00, CMB_to_KBJ_001_1, 3.55, 3.55, 21.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.97, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
4200.00, MRT_to_KB_001.37_5, 8.55, 8.55, 23.00
4200.00, MRT_to_KB_003_2, 11.25, 21.09, 1.00
4200.00, P_to_KBJ_1, 131.85, 46.61, 78.00
4200.00, P_to_KBJ_2, 130.63, 99.97, 58.00
4500.00, :J37_0_0, 7.09, 7.09, 2.00
4500.00, :J37_0_1, 7.06, 7.06, 1.00
4500.00, CMB_to_KBJ_001_1, 6.35, 6.35, 41.00
4500.00, CMB_to_KBJ_001_2, 29.81, 24.61, 67.00
4500.00, CMB_to_KBJ_001_3, 11.50, 11.50, 54.00
4500.00, CMB_to_KBJ_001_4, 5.20, 5.20, 41.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
4500.00, MRT_to_KB_001.37_2, 39.56, 31.01, 53.00
4500.00, MRT_to_KB_001.37_3, 29.21, 29.21, 50.00
4500.00, MRT_to_KB_001.37_4, 30.31, 30.31, 46.00
4500.00, MRT_to_KB_001.37_5, 0.00, 32.57, 0.00
4500.00, P_to_KBJ_1, 131.39, 78.77, 146.00
4500.00, P_to_KBJ_2, 131.38, 101.57, 155.00
4800.00, P_to_KBJ_1, 109.72, 65.57, 65.00
4800.00, P_to_KBJ_2, 104.52, 99.32, 56.00
5100.00, P_to_KBJ_2, 50.91, 50.91, 154.00
5400.00, , , , 
