data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
3900.00, MRT_to_KB_001.37_4, 36.96, 36.96, 36.00
3900.00, MRT_to_KB_001.37_5, 14.49, 14.49, 4.00
3900.00, P_to_KBJ_1, 128.31, 102.27, 127.00
3900.00, P_to_KBJ_2, 130.48, 100.42, 152.00
4200.00, CMB_to_KBJ_001_1, 7.25, 7.25, 17.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.95, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
4200.00, MRT_to_KB_001.37_5, 6.35, 6.35, 21.00
4200.00, MRT_to_KB_003_1, 30.56, 30.56, 1.00
4200.00, P_to_KBJ_1, 130.45, 89.95, 73.00
4200.00, P_to_KBJ_2, 101.05, 101.05, 49.00
4500.00, :J37_0_1, 10.88, 10.88, 3.00
4500.00, CMB_to_KBJ_001_1, 8.80, 8.80, 38.00
4500.00, CMB_to_KBJ_001_2, 28.56, 23.35, 61.00
4500.00, CMB_to_KBJ_001_3, 8.75, 8.75, 41.00
4500.00, CMB_to_KBJ_001_4, 5.50, 5.50, 35.00
4500.00, MRT_to_KB_001_2, 5.20, 5.20, 2.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
4500.00, MRT_to_KB_001.37_2, 32.06, 32.06, 48.00
4500.00, MRT_to_KB_001.37_3, 27.31, 27.31, 43.00
4500.00, MRT_to_KB_001.37_4, 34.65, 34.65, 35.00
4500.00, MRT_to_KB_001.37_5, 38.62, 32.32, 24.00
4500.00, P_to_KBJ_1, 130.50, 76.12, 124.00
4500.00, P_to_KBJ_2, 127.78, 99.62, 150.00
4800.00, P_to_KBJ_1, 75.07, 83.02, 70.00
4800.00, P_to_KBJ_2, 123.08, 100.97, 49.00
5100.00, P_to_KBJ_2, 68.17, 68.17, 147.00
5400.00, , , , 
