data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time
3000.00, :J37_0_1, 9.11, 9.11, 21.00
3000.00, CMB_to_KBJ_001_1, 28.18, 24.81, 145.00
3000.00, CMB_to_KBJ_001_2, 29.35, 24.15, 100.00
3000.00, CMB_to_KBJ_001_3, 16.70, 16.70, 92.00
3000.00, CMB_to_KBJ_001_4, 11.30, 11.30, 72.00
3000.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
3000.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
3000.00, MRT_to_KB_001.37_2, 37.71, 32.51, 67.00
3000.00, MRT_to_KB_001.37_3, 39.31, 17.10, 66.00
3000.00, MRT_to_KB_001.37_4, 44.51, 34.11, 61.00
3000.00, MRT_to_KB_001.37_5, 6.30, 6.30, 2.00
3000.00, P_to_KBJ_1, 18.31, 18.31, 16.00
3000.00, P_to_KBJ_2, 111.07, 100.02, 158.00
3300.00, MRT_to_KB_001_2, 23.71, 23.71, 21.00
3300.00, MRT_to_KB_001_3, 26.16, 23.66, 33.00
3300.00, MRT_to_KB_001_4, 23.27, 23.27, 13.00
3300.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
3300.00, MRT_to_KB_001.37_4, 0.00, 20.03, 0.00
3300.00, MRT_to_KB_001.37_5, 8.75, 8.75, 57.00
3300.00, MRT_to_KB_003_2, 8.55, 8.55, 10.00
3300.00, P_to_KBJ_1, 17.55, 17.55, 41.00
3300.00, P_to_KBJ_2, 11.30, 11.30, 7.00
3600.00, CMB_to_KBJ_001_1, 19.70, 19.70, 43.00
3600.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
3600.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
3600.00, MRT_to_KB_001.37_5, 21.26, 21.26, 128.00
3600.00, MRT_to_KB_003_3, 32.46, 0.00, 1.00
3600.00, P_to_KBJ_1, 47.41, 47.41, 123.00
3600.00, P_to_KBJ_2, 113.17, 104.62, 72.00
3900.00, CMB_to_KBJ_001_1, 18.45, 18.45, 98.00
3900.00, CMB_to_KBJ_001_2, 15.51, 15.51, 55.00
3900.00, CMB_to_KBJ_001_3, 16.70, 16.70, 47.00
3900.00, CMB_to_KBJ_001_4, 5.20, 5.20, 26.00
3900.00, MRT_to_KB_001.37_1, 0.00, 15.15, 0.00
3900.00, MRT_to_KB_001.37_2, 37.31, 33.51, 24.00
3900.00, MRT_to_KB_001.37_3, 28.63, 28.63, 26.00
3900.00, MRT_to_KB_001.37_4, 30.08, 30.08, 16.00
3900.00, P_to_KBJ_1, 66.76, 66.76, 158.00
3900.00, P_to_KBJ_2, 93.87, 93.87, 142.00
4200.00, :J37_0_1, 5.56, 5.56, 4.00
4200.00, CMB_to_KBJ_001_1, 26.81, 24.31, 162.00
4200.00, CMB_to_KBJ_001_2, 27.21, 22.20, 115.00
4200.00, CMB_to_KBJ_001_3, 26.71, 21.51, 112.00
4200.00, CMB_to_KBJ_001_4, 21.15, 21.15, 93.00
4200.00, KBJ_to_CMB_001_1, 0.00, 24.96, 0.00
4200.00, MRT_to_KB_001_1, 0.00, 27.61, 0.00
4200.00, MRT_to_KB_001_2, 27.11, 21.90, 34.00
4200.00, MRT_to_KB_001_3, 19.20, 19.20, 24.00
4200.00, MRT_to_KB_001_4, 19.06, 22.45, 9.00
4200.00, MRT_to_KB_001.37_2, 41.56, 33.86, 88.00
4200.00, MRT_to_KB_001.37_3, 41.01, 31.21, 84.00
4200.00, MRT_to_KB_001.37_4, 44.16, 32.51, 79.00
4200.00, MRT_to_KB_001.37_5, 38.64, 26.07, 49.00
4200.00, MRT_to_KB_003_1, 31.89, 0.00, 9.00
4200.00, MRT_to_KB_003_2, 24.71, 27.32, 8.00
4200.00, MRT_to_KB_003_3, 20.98, 20.98, 4.00
4200.00, P_to_KBJ_1, 6.35, 6.35, 9.00
4200.00, P_to_KBJ_2, 0.00, 63.27, 0.00
4500.00, CMB_to_KBJ_001_1, 8.80, 8.80, 5.00
4500.00, KBJ_to_P_1, 116.06, 0.00, 2.00
4500.00, MRT_to_KB_001_3, 0.00, 26.33, 0.00
4500.00, MRT_to_KB_001.37_1, 0.00, 15.14, 0.00
4500.00, MRT_to_KB_001.37_5, 16.76, 27.40, 16.00
4500.00, P_to_KBJ_1, 62.76, 66.15, 55.00
4500.00, P_to_KBJ_2, 79.72, 79.72, 34.00
